split,query_id,true_host,predicted_host,top_hit_id,top_hit_host,top_hit_phage_id,top_hit_sequence_cluster_40,query_phage_id,query_sequence_cluster_40,pident,alignment_length,query_coverage,subject_coverage,evalue,bitscore,correct,audit_note
test,WHB31253.1,acinetobacter,acinetobacter,QOV07800.1,acinetobacter,MW056502,official_cdhit_seq_cluster_40_00649,OQ689089,official_cdhit_seq_cluster_40_01704,70.690,,9,,3.00e-20,93.6,True,
test,WIC41641.1,pseudomonas,escherichia,USM81270.1,escherichia,MZ234015,official_cdhit_seq_cluster_40_00497,OQ427617,official_cdhit_seq_cluster_40_02431,26.277,,91,,1.09e-30,125.0,False,
test,WID30617.1,pseudomonas,pseudomonas,ALT58063.1,pseudomonas,KU245542,official_cdhit_seq_cluster_40_02129,OQ338181,official_cdhit_seq_cluster_40_03250,30.348,,65,,1.28e-15,75.5,True,
test,WID30625.1,pseudomonas,pseudomonas,AFU62926.1,pseudomonas,JX863101,official_cdhit_seq_cluster_40_04291,OQ338181,official_cdhit_seq_cluster_40_04310,52.941,,100,,9.71e-65,197.0,True,
test,WID41884.1,acinetobacter,acinetobacter,QFG15400.1,acinetobacter,MN212906,official_cdhit_seq_cluster_40_00649,OQ730192,official_cdhit_seq_cluster_40_01011,46.452,,99,,0.0,564.0,True,
test,WID41936.1,pseudomonas,pseudomonas,ACH86145.1,pseudomonas,EU982300,official_cdhit_seq_cluster_40_03046,OQ504958,official_cdhit_seq_cluster_40_04087,53.623,,28,,1.16e-20,88.2,True,
test,WJZ47808.1,acinetobacter,acinetobacter,MG599035_00051,acinetobacter,MG599035,official_cdhit_seq_cluster_40_00649,OR126895,official_cdhit_seq_cluster_40_01011,42.612,,86,,1.09e-136,415.0,True,
test,WJZ47809.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,OR126895,official_cdhit_seq_cluster_40_03737,31.008,,45,,8.43e-11,60.5,False,
test,WKV23613.1,acinetobacter,acinetobacter,UVD33039.1,acinetobacter,OP019135,official_cdhit_seq_cluster_40_01503,OQ982387,official_cdhit_seq_cluster_40_01051,80.275,,28,,8.03e-101,325.0,True,
test,WMC00252.1,acinetobacter,enterobacter,AAX45542.1,enterobacter,AY848684,official_cdhit_seq_cluster_40_02027,OR045355,official_cdhit_seq_cluster_40_01617,27.103,,13,,0.98,31.2,False,
test,WMC00261.1,acinetobacter,klebsiella,QBP28577.1,klebsiella,MK448236,official_cdhit_seq_cluster_40_02823,OR045355,official_cdhit_seq_cluster_40_03737,33.540,,56,,4.43e-13,67.4,False,
test,WMC00262.1,acinetobacter,acinetobacter,QOV07748.1,acinetobacter,MW056501,official_cdhit_seq_cluster_40_00887,OR045355,official_cdhit_seq_cluster_40_00656,43.750,,82,,1.71e-152,464.0,True,
test,WMC00408.1,acinetobacter,acinetobacter,QOV07748.1,acinetobacter,MW056501,official_cdhit_seq_cluster_40_00887,OR045356,official_cdhit_seq_cluster_40_04888,31.522,,71,,3.58e-05,40.4,True,
test,WMC00409.1,acinetobacter,acinetobacter,UAW09916.1,acinetobacter,MZ868726,official_cdhit_seq_cluster_40_00887,OR045356,official_cdhit_seq_cluster_40_00656,38.028,,88,,2.31e-05,38.9,True,
test,WMC00413.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,OR045356,official_cdhit_seq_cluster_40_00811,37.190,,76,,3.03e-17,75.9,False,
test,WMC00414.1,acinetobacter,acinetobacter,WNA15518.1,acinetobacter,OR246918,official_cdhit_seq_cluster_40_03029,OR045356,official_cdhit_seq_cluster_40_05037,50.000,,29,,0.17,27.7,True,
test,WMC00415.1,acinetobacter,klebsiella,QBP28577.1,klebsiella,MK448236,official_cdhit_seq_cluster_40_02823,OR045356,official_cdhit_seq_cluster_40_03737,26.984,,81,,0.005,32.3,False,
test,WMC00416.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,OR045356,official_cdhit_seq_cluster_40_01243,41.509,,73,,0.15,27.7,False,
test,WMC00427.1,acinetobacter,pseudomonas,OU343168_00117,pseudomonas,OU343168,official_cdhit_seq_cluster_40_00577,OR045356,official_cdhit_seq_cluster_40_02016,29.268,,7,,5.7,28.5,False,
test,WMC00560.1,acinetobacter,klebsiella,QBP28577.1,klebsiella,MK448236,official_cdhit_seq_cluster_40_02823,OR045357,official_cdhit_seq_cluster_40_03737,33.540,,56,,5.00e-13,67.0,False,
test,WMC00591.1,acinetobacter,acinetobacter,QOV07748.1,acinetobacter,MW056501,official_cdhit_seq_cluster_40_00887,OR045358,official_cdhit_seq_cluster_40_00656,61.277,,60,,1.37e-91,291.0,True,
test,WMT10759.1,acinetobacter,acinetobacter,CAH1080222.1,acinetobacter,CAKLQF020000006,official_cdhit_seq_cluster_40_01279,OR192057,official_cdhit_seq_cluster_40_04417,43.434,,56,,1.93e-16,75.5,True,
test,WMT10760.1,acinetobacter,acinetobacter,ARQ94869.1,acinetobacter,KY888680,official_cdhit_seq_cluster_40_00649,OR192057,official_cdhit_seq_cluster_40_01011,37.403,,74,,1.76e-89,292.0,True,
test,WNA13871.1,enterococcus,enterococcus,QYW06709.1,enterococcus,MZ666130,official_cdhit_seq_cluster_40_04995,OR237563,official_cdhit_seq_cluster_40_05021,36.782,,99,,3.01e-12,55.5,True,
